title,url,time,starred,hash
"Make the Internet Fun Again","instapaper://private-content/1694490200",1721149691,0,PuFhoJYk
"Opinion | What J.D. Vance Believes","https://www.nytimes.com/2024/06/13/opinion/jd-vance-interview.html",1721082558,0,2c9I7wRt
"🔥PE on PE Violence🔥","instapaper://private-content/1693963838",1720970202,0,1tHykojB
"Robert Putnam Knows Why You’re Lonely","https://www.nytimes.com/2024/07/13/magazine/robert-putnam-interview.html",1720926768,0,5KBLB5m2
"Weekly Dose of Optimism #102","instapaper://private-content/1693506041",1720788963,0,Tjcr9RfM
"💥More Rite Aid Drama!💥","instapaper://private-content/1692983770",1720612853,0,ALZ3qaLX
"The E.U. Goes Too Far (Stratechery Article 7-8-2024)","instapaper://private-content/1692558845",1720462502,0,ONMrmrXt
"Weekly Dose of Optimism #101","instapaper://private-content/1691870194",1720183887,0,vqTEO7Zd
"🇺🇸Free yourself from FOMO🇺🇸","instapaper://private-content/1691547813",1720060580,0,6rxhArLF
"La La Land: City of Stars","https://theasc.com/articles/la-la-land-city-of-stars",1720039802,0,VwQ2hskn
"💥Rite-Aid Lives to See Another Day.💥","instapaper://private-content/1691401012",1720008323,0,wuPkgmsX
"The American Millennium","instapaper://private-content/1691161821",1719923410,0,iLwJkfjM
"🔥Bankruptcy Bombs Dropping!!🔥","instapaper://private-content/1690766935",1719760607,0,UQ1m9IZZ
"Weekly Dose of Optimism #100","instapaper://private-content/1690361249",1719578459,0,mDrenrhJ
"💥A Haircut Coming? Part II.💥","instapaper://private-content/1689901636",1719403557,0,lVRMrfAK
"💥Fisker = F.U.B.A.R.💥","instapaper://private-content/1689268598",1719155814,0,LftdRDBI
"The Everything Guide to Partying (Without Regrets)","https://www.nytimes.com/interactive/2024/06/21/style/how-to-party-host-guest.html?smid=nytcore-ios-share&referringSource=articleShare&sgrp=c-cb",1719126797,0,u66QFZYg
"Weekly Dose of Optimism #99","instapaper://private-content/1688893350",1718973640,0,NgLdqRB2
"Recommendations from your Substacks","instapaper://private-content/1688708208",1718900518,0,8TsqKSBG
"💥The Suspense is Killing Us💥","instapaper://private-content/1688659774",1718885063,0,cRQn1pNP
"Almost half of Dell's full-time US workforce has rejected the company's return-to-office push","https://www.businessinsider.com/us-dell-workers-reject-return-to-office-hybrid-work-2024-6",1718855576,0,na6UP3rC
"The Goldilocks Zone","instapaper://private-content/1688233045",1718714222,0,ABcoh5Z1
"💥Put me in COACH💥","instapaper://private-content/1687870919",1718551000,0,ZAND02QP
"Weekly Dose of Optimism #98","instapaper://private-content/1687500289",1718368653,0,vqOCxOqk
"Spreadsheet Assassins | Matthew King","https://thebaffler.com/latest/spreadsheet-assassins-king",1718134122,0,styhdTuL
"💥Vyaire Gets a Breathing Spell💥","instapaper://private-content/1686808503",1718107399,0,GuSOKcas
"Apple Intelligence is Right On Time (Stratechery Article 6-10-2024)","instapaper://private-content/1686558099",1718028078,0,jlgvMWqJ
"Philanthropy and media - time for more creativity","https://www.linkedin.com/pulse/philanthropy-media-time-more-creativity-sam-gill-stiye",1717985642,0,rbRgj7fu
"💥Healthcare Distress (Still) Looks Vigorous💥","instapaper://private-content/1686370503",1717946213,0,4vm3qnHS
"Weekly Dose of Optimism #97","instapaper://private-content/1685963248",1717763814,0,mHsdTB1T
"💥The ""Golden Age.” Parts V & VI.💥","instapaper://private-content/1685464308",1717589070,0,CHhnjaTi
"Ramp and the AI Opportunity","instapaper://private-content/1685191490",1717506014,0,NQmmt1V2
"💥Viva Enviva Drama! Viva NJ!!💥","instapaper://private-content/1684799827",1717341428,0,DqPacrxj
"Weekly Dose of Optimism #96","instapaper://private-content/1684456603",1717159280,0,tCX43x4K
"Fuse Energy","instapaper://private-content/1684241687",1717073304,0,65o68Ytj
"AI Integration and Modularization (Stratechery Article 5-30-2024)","instapaper://private-content/1684058802",1717000803,0,MOfy7Hd8
"💥Is the Floor Falling Out?💥","instapaper://private-content/1684010322",1716984619,0,upkcW2Xs
"‘I don’t know how this happened’: A $3B secret program undermining Biden’s tech policy","https://www.politico.com/news/2024/05/23/3-billion-secret-program-undermining-bidens-tech-policy-00158757",1716675737,0,DjmSvBYJ
"Weekly Dose of Optimism #95","instapaper://private-content/1683070238",1716554501,0,2pXZhxvZ
"maybe you can steward an Iranian okra","instapaper://private-content/1682912367",1716488046,0,4wM0x0eM
"Better Tools, Bigger Companies","instapaper://private-content/1682650333",1716382371,0,tEvEY7yX
"🦞(Blood) Red Lobster🦞","instapaper://private-content/1682641946",1716379736,0,iq8sU6oG
"Windows Returns (Stratechery Article 5-21-2024)","instapaper://private-content/1682400191",1716286078,0,VGmNVLya
"💥Apes on and off screen💥","instapaper://private-content/1682045240",1716131791,0,dGIVyUpj
"Weekly Dose of Optimism #94","instapaper://private-content/1681660568",1715949258,0,Ce4upoh0
"💥Healthcare Distress Looks Vigorous💥","instapaper://private-content/1681202506",1715774895,0,l9TqpxQM
"let yourself be haunted","instapaper://private-content/1681103810",1715737416,0,Bn9Ig4eP
"💥LME = FEE!💥","instapaper://private-content/1680544720",1715526997,0,Q3mbi2zQ
"Weekly Dose of Optimism #93","instapaper://private-content/1680206176",1715345890,0,jHC2jA2P
"Was the 401(k) a Mistake?","https://www.nytimes.com/2024/05/08/magazine/401k-retirement-crisis.html",1715189038,0,xTEUl3D4
"💥Viva Enviva Drama?💥","instapaper://private-content/1679792798",1715170076,0,SS5o071I
"Base Power Company","instapaper://private-content/1679590035",1715085998,0,hv0xalCg
"Having Kids","https://paulgraham.com/kids.html",1715045908,0,py7PeElP
"let the nasturtiums take over, behold the ants in the nectary","instapaper://private-content/1679486154",1715044241,0,q7udWWIn
"💥The ""Golden Age."" Part III.💥","instapaper://private-content/1679215007",1714922203,0,tOJH0fRY
"Confirm your email on Substack","instapaper://private-content/1678916832",1714774465,0,PqjpHHHg
"Weekly Dose of Optimism #92","instapaper://private-content/1678833135",1714740633,0,1c24M7zR
"💥US Trustee on Biglaw Violence💥","instapaper://private-content/1678421386",1714565107,0,8CZLCpha
"Meta and Reasonable Doubt (Stratechery Article 4-29-2024)","instapaper://private-content/1678049576",1714401341,0,8sxxHlCA
"💥Hello, Neumann💥","instapaper://private-content/1677880833",1714317398,0,dwdJD2MA
"Weekly Dose of Optimism #91","instapaper://private-content/1677548453",1714134861,0,8zaoygbX
"💥Express Lane to Bankruptcy💥","instapaper://private-content/1677144292",1713960496,0,osDRY9WY
"Earth AI","instapaper://private-content/1676959948",1713877002,0,bOpZeJBB
"Weekly Dose of Optimism #90","instapaper://private-content/1676290807",1713529952,0,rj24nzJW
"In Continued Defense Of Effective Altruism","https://www.astralcodexten.com/p/in-continued-defense-of-effective",1713508404,0,vzZGNDWL
"The Rise and Impending Fall of the Dental Cavity","https://www.cremieux.xyz/p/the-rise-and-impending-fall-of-the",1713507934,0,O2RYOrSP
"💥A Haircut Coming?💥","instapaper://private-content/1675891110",1713355368,0,tYXURv8X
"MKBHD's For Everything (Stratechery Article 4-16-2024)","instapaper://private-content/1675727505",1713281478,0,hOsFpQDQ
"💥Hoo looks troubled?💥","instapaper://private-content/1675321888",1713107768,0,oGoZykQ3
"Weekly Dose of Optimism #89","instapaper://private-content/1674984820",1712925649,0,tDgXSDnP
"Gemini 1.5 and Google's Nature (Stratechery Article 4-10-2024)","instapaper://private-content/1674622630",1712762478,0,DH1haYV9
"3 Colors, 3 Events, 1 Book","instapaper://private-content/1674490693",1712704663,0,h1O6sSdC
"The rise of the remote husband","https://www.economist.com/united-states/2024/04/04/the-rise-of-the-remote-husband",1712698428,0,FhdLJsLx
"🔥BigLaw on BigLaw Violence🔥","instapaper://private-content/1674393642",1712664269,0,qXUpwidr
"No, RAG is probably not going to rescue the current situation","https://garymarcus.substack.com/p/no-rag-is-probably-not-going-to-rescue",1712540005,0,BiUrBUgd
"💥Rite Aid Salvaged?💥","instapaper://private-content/1674054465",1712503013,0,9gmPcTai
"Weekly Dose of Optimism #88","instapaper://private-content/1673697851",1712321113,0,xg3Ygqql
"💥Telecom!💥","instapaper://private-content/1673047807",1712059358,0,PYBw6JJC
"REVIEW: Mindstorms, by Seymour Papert","https://www.thepsmiths.com/p/review-mindstorms-by-seymour-papert",1711984714,0,XQjjGzpB
"Astro Mechanica","instapaper://private-content/1672846004",1711977327,0,VCUqRPvn
"Enhancing Sibling Relationships to Prevent Adolescent Problem Behaviors: Theory, Design and Feasibility of Siblings Are Special","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3513510/",1711953310,0,cOQjm6ep
"Weekly Dose of Optimism #87","instapaper://private-content/1672386371",1711717173,0,1kBdgrs7
"Andrew Huberman’s Mechanisms of Control","https://nymag.com/intelligencer/article/andrew-huberman-podcast-stanford-joe-rogan.html",1711389107,0,HDlitvtE
"United States v. Apple (Stratechery Article 3-25-2024)","instapaper://private-content/1671539741",1711376574,0,eYHGFpPo
"How I Learned to Concentrate","https://www.newyorker.com/culture/office-space/how-i-learned-to-concentrate",1711324460,0,2gRytgwU
"💥Statute on Statute Violence💥","instapaper://private-content/1671380513",1711293425,0,wCzeNlt5
"Weekly Dose of Optimism #86","instapaper://private-content/1671058217",1711110963,0,jPjO0Woc
"the season of falling plum petals","instapaper://private-content/1670708938",1710966559,0,gYsPpQfV
"💥Manufacturing Something Other than Cars💥","instapaper://private-content/1670626725",1710936420,0,4JEqPBag
"Pitchfork lived and died by the internet","https://www.theverge.com/24070565/pitchfork-gq-conde-nast-music-industry-change",1710888460,0,35sq1m9l
"The First Amendment Takes a Beating in the Supreme Court","instapaper://private-content/1670522675",1710886135,0,AjicyBux
"Techno-Optimistic Media","instapaper://private-content/1670440081",1710852828,0,K1pjc3C2
"💥Special Double Edition: Where's the Auto Distress?💥","instapaper://private-content/1670071168",1710681375,0,t4OEjRrW
"Weekly Dose of Optimism #85","instapaper://private-content/1669758261",1710503639,0,13y7xdDg
"The Dumbest Cover Story Ever","instapaper://private-content/1669449702",1710368723,0,CLlXufUS
"Airlines Want to Stop ‘Travel Hack’ JSX From Luring Rich Flyers Away","https://www.bloomberg.com/news/features/2024-03-13/is-jsx-safe-competitors-want-faa-to-kill-travel-hack-for-security-risks",1710357765,0,06t4p5sc
"💥Is Big Lots in BIG Trouble? Part III.💥","instapaper://private-content/1669350709",1710331972,0,sGRO5hhH
"Opinion | Fine, Call It a Comeback","https://www.nytimes.com/2024/03/10/opinion/biden-state-union-message.html",1710135516,0,wINlMmF0
"A.I. Is Learning What It Means to Be Alive","https://www.nytimes.com/2024/03/10/science/ai-learning-biology.html",1710101078,0,RcnHyVyJ
"💥Man. That Ain't Rite(Aid).💥","instapaper://private-content/1668743247",1710083785,0,dhjLpOEl
"AI Can Speed Drug Discovery. But Is It Really Better Than a Human?","https://www.bloomberg.com/news/articles/2024-01-31/ai-speeds-up-drug-development-but-effectiveness-is-untested",1710055515,0,lkoyVDYQ
"Weekly Dose of Optimism #84","instapaper://private-content/1668416208",1709905387,0,dAZ076nj
"Key OpenAI Executive Played a Pivotal Role in Sam Altman’s Ouster","https://www.nytimes.com/2024/03/07/technology/openai-executives-role-in-sam-altman-ouster.html",1709869853,0,EnVq3gF5
"America Enters the Samizdat Era","instapaper://private-content/1668284106",1709855634,0,Jh2ZIR2D
"The Terrifying A.I. Scam That Uses Your Loved One’s Voice","https://www.newyorker.com/science/annals-of-artificial-intelligence/the-terrifying-ai-scam-that-uses-your-loved-ones-voice",1709850341,0,8mftWZvc
"How Apple Sank About $1 Billion a Year Into a Car It Never Built","https://www.bloomberg.com/news/features/2024-03-06/apple-car-s-crash-design-details-tim-cook-s-indecision-failed-tesla-deal",1709768436,0,NWVgsuWt
"The Silly Furor Over ""Allegedly""","instapaper://private-content/1668001447",1709739718,0,U0ZBVI7L
"Ambition's Gravity","instapaper://private-content/1667981847",1709732033,0,qyCcwqji
"💥BFX. PLCE.💥","instapaper://private-content/1667977173",1709730266,0,igV3710U
"The loops that AI enables, and why your kids will be smarter than you","https://think.ryi.me/p/the-loops-that-ai-enables-and-why",1709690661,0,m0ByBEt9
"Listen to This Article: MSNBC, Paul Krugman Panic Over ""White Rural Rage""","instapaper://private-content/1667780321",1709649764,0,XZTiO4u3
"Listen to This Article: If AI Thinks George Washington is a Black Woman, Why Are We Letting it Pick Bomb Targets?","instapaper://private-content/1667775730",1709648146,0,Lf9jOOTd
"Listen to This Article: I Wrote What? Google's AI-Powered Libel Machine","instapaper://private-content/1667775651",1709648109,0,5GuBXSzM
"Behind F1's Velvet Curtain","https://web.archive.org/web/20240301170542/https://www.roadandtrack.com/car-culture/a46975496/behind-f1-velvet-curtain/",1709604655,0,kfaTGRJy
"Aggregator's AI Risk (Stratechery Article 3-4-2024)","instapaper://private-content/1667572441",1709567468,0,yFFPRlw3
"💥Oprah Winfrey (from WW)💥","instapaper://private-content/1667388268",1709482608,0,f5exTXp0
"Weekly Dose of Optimism #83","instapaper://private-content/1667036648",1709302114,0,QIyyhWZV
"Listen to This Article: Nikki Haley's $100 Million Faceplant","instapaper://private-content/1667000778",1709299084,0,96QFkeu9
"T-Bills Without Tax Bills? This Fund Says It Cracked the Code","https://www.bloomberg.com/news/articles/2024-02-22/this-exchange-traded-fund-mimics-t-bill-returns-without-tax-bills",1709231757,0,UbWW3yYS
"Interview With ""Rising,"" About Trump-Russia Probe","instapaper://private-content/1666804026",1709214681,0,xX6u5vNC
"💥Will Amazon Aggregators Aggregate in Bankruptcy? Part II.💥","instapaper://private-content/1666795574",1709211743,0,eIAijzfe
"Nikki Haley's $100 Million Faceplant","instapaper://private-content/1666220509",1708976942,0,CzFSYrmd
"💥Blown into BK💥","instapaper://private-content/1665999827",1708877791,0,SdgHpweL
"America This Week, February 23, 2024: ""Ukraine’s Blues""","instapaper://private-content/1665708249",1708703468,0,2NsXGoav
"Weekly Dose of Optimism #82","instapaper://private-content/1665689276",1708695605,0,oMpog8lL
"Among the Cabin Fanatics of Mississippi’s Giant Houseparty","https://www.newyorker.com/magazine/2023/10/09/among-the-cabin-fanatics-of-mississippis-giant-houseparty",1708647015,0,upJ6JuuY
"Teen Subcultures Are Fading. Pity the Poor Kids. - The New York Times","https://www.nytimes.com/2024/02/21/magazine/aesthetics-tiktok-teens.html",1708536719,0,yS5nCtR2
"💥Another Failed Liability Management Exercise (RobertShaw).💥","instapaper://private-content/1665259486",1708520643,0,MHD8PfXC
"Sora, Groq, and Virtual Reality (Stratechery Update 2-20-2024)","instapaper://private-content/1665077351",1708441344,0,RczQgmWC
"Venture Capital & Free Lunch","instapaper://private-content/1665063342",1708435603,0,Dj3DLFOl
"How Nikola Jokić Became the World’s Best Basketball Player","https://www.newyorker.com/magazine/2024/02/12/how-nikola-jokic-became-the-worlds-best-basketball-player",1708320307,0,0GbkXNcn
"💥IBs Love LMEs💥","instapaper://private-content/1664721689",1708272975,0,llrDCe1c
"Weekly Dose of Optimism #81","instapaper://private-content/1664394398",1708090673,0,6YuDzlmy
"AI will eliminate busywork. Are we sure that’s a good thing?","https://www.theverge.com/24066270/ai-automation-work-labor-busywork",1708061055,0,5mPpYL6G
"Ricky Jay’s Magical Secrets","https://www.newyorker.com/magazine/1993/04/05/ricky-jay-magician-secrets-profile",1707968870,0,2ciiOVP3
"Clear Street: From COBOL to the Cloud","instapaper://private-content/1663993863",1707918433,0,HfHFCuhs
"💥Everybody's ""Double Dipping""💥","instapaper://private-content/1663988404",1707916223,0,SqKVCUOp
"Yikes! Clarifying My Note","instapaper://private-content/1663612428",1707754855,0,07jBCOHx
"💥Watch Out!💥","instapaper://private-content/1663448234",1707668173,0,kKWx7URP
"Weekly Dose of Optimism #80","instapaper://private-content/1663120067",1707486180,0,k6VQEihK
"Livestream Tonight, 7:30 ET: Nevada Caucus Watch Party","instapaper://private-content/1662959078",1707412571,0,3r2fCpHt
"💥Here's Adam!?💥","instapaper://private-content/1662728493",1707311165,0,wl2gmYHs
"The Apple Vision Pro (Stratechery Article 2-6-2024)","instapaper://private-content/1662546144",1707228924,0,gAm0TRkZ
"💥(We)Working Towards Rationalization💥","instapaper://private-content/1662171873",1707063371,0,KiBat9Yo
"Transcript: America This Week, Episode 74, February 2, 2024","instapaper://private-content/1662069906",1706993227,0,VCk7zlWL
"Everybody has to self-promote now. Nobody wants to.","https://www.vox.com/culture/2024/2/1/24056883/tiktok-self-promotion-artist-career-how-to-build-following",1706891169,0,eFsD0d9h
"America This Week, February 2, 2024: ""The Democracy Lottery.""","instapaper://private-content/1661865579",1706887560,0,WwphaNJj
"Weekly Dose of Optimism #79","instapaper://private-content/1661852219",1706881728,0,YRfv4L0l
"💥One down, eleven to go...💥","instapaper://private-content/1661656686",1706794190,0,Od28R8h6
"“UK Files” Exclusive, Part 2: The Center for Countering Digital Hate (CCDH) Told the IRS It Was A Charity. Documen…","instapaper://private-content/1661487595",1706725179,0,BHiB94lP
"Note to Readers: ""The Fix is In""","instapaper://private-content/1661468613",1706717697,0,yECldFJD
"trends change, plants grow","instapaper://private-content/1661442763",1706707271,0,oKB0C9bl
"Intel's Humbling (Stratechery Article 1-30-2024)","instapaper://private-content/1661231285",1706621819,0,qUFnS30g
"Framing the Future of the Internet","instapaper://private-content/1661226857",1706620264,0,r574BqUB
"Retailers can solve their returns problem – and the answer lies in existing data","https://www.thetimes.co.uk/static/return-items-fashion-retail-profits-online-shopping-alixpartners/",1706585779,0,uUFfpheL
"A guide to health care providers, from doctors to nurse practitioners","https://www.vox.com/even-better/24050901/nurse-practitioner-physician-assistant-doctor-health-care-quality",1706576647,0,n7VfPZ0C
"Private Equity Is Starting to Share With Workers, Without Taking a Financial Hit","https://www.nytimes.com/2024/01/28/business/economy/kkr-private-equity-employee-ownership.html",1706487589,0,za1WIvrr
"💥Leaky Container💥","instapaper://private-content/1660852035",1706458566,0,ReIiDgQv
"Jake Johnson Likes to Play the Hollywood Game, Especially When It Changes","https://www.nytimes.com/2024/01/27/movies/jake-johnson-self-reliance.html",1706427818,0,hEAGup6Y
"Transcript: America This Week, Episode 73, January 26, 2024","instapaper://private-content/1660736151",1706382273,0,ZDJL70Ig
"Is the Electoral Fix Already In?","instapaper://private-content/1660479189",1706280917,0,vRpLiMKl
"Weekly Dose of Optimism #78","instapaper://private-content/1660467794",1706276516,0,2XB4Gs0H
"029872 is your Stratechery access code","instapaper://private-content/1660336617",1706214032,0,9dleP67f
"💥Nobody Care(ismatic)💥","instapaper://private-content/1660039508",1706101758,0,Y4owEW2Z
"Livestream Tonight, 8:00 p.m. ET: Walter Kirn and Matt Taibbi Watch New Hampshire Primary Results","instapaper://private-content/1659822734",1706019430,0,VSlPOMbK
"The Techno-Industrial Revolution","instapaper://private-content/1659819874",1706018493,0,WmkEIlMw
"The Apple Vision Pro's Missing Apps (Stratechery Article 1-23-2024)","instapaper://private-content/1659614384",1705939774,0,MpTxIrLZ
"💥Bankruptcy Flex?💥","instapaper://private-content/1659412383",1705853953,0,pUeLSGth
"Recommendations from your Substacks","instapaper://private-content/1659115001",1705701531,0,KpJlPGYZ
"Weekly Dose of Optimism #77","instapaper://private-content/1659036730",1705671411,0,VEnFrsV6
"An American Iconoclast: Cornel West on the Campaign Trail","instapaper://private-content/1658435732",1705445348,0,mkD5wwkU
"The Experimentation Layer","instapaper://private-content/1658354973",1705413072,0,Jb21Kaed
"Livestream Tonight, 8:45 p.m. ET: Walter Kirn and Matt Taibbi Watch Iowa Caucus Results","instapaper://private-content/1658188127",1705353331,0,xSIT3094
"💥Lender on Lender Violence is Back! And on Steroids. Part III.💥","instapaper://private-content/1658113942",1705323873,0,r5iuqD0B
"💥A Prepack & A Crappy Sale Case Walk into a Bar...💥","instapaper://private-content/1657959129",1705248950,0,cIIngGIu
"Listen to This Article: Donald Trump, America's Comic","instapaper://private-content/1657801107",1705159054,0,DHYtwISn
"Weekly Dose of Optimism #76","instapaper://private-content/1657587938",1705066458,0,7mc108ld
"Why Platformer is leaving Substack","instapaper://private-content/1657474556",1705021338,0,Ekb5f7XE
"💥We were hacked💥","instapaper://private-content/1657282395",1704947352,0,9iTMylmv
"MetaMask ! Yоur Роrtfоlіо іѕ Rеѕtrісtеd","instapaper://private-content/1657272735",1704943149,0,MQhyr8Th
"Pace Yourself","instapaper://private-content/1657154194",1704896101,0,VthYJiHH
"🥇2023 Accolades🥇","instapaper://private-content/1656915950",1704805516,0,JScUU9bx
"Q&A: Breastfeeding holds, drinking bathwater, bad sleep, and antibiotics and fertility","instapaper://private-content/1656893616",1704797031,0,nFPvFpoa
"The New York Times' AI Opportunity (Stratechery Article 1-9-2023)","instapaper://private-content/1656743872",1704734835,0,N5B7Mrt7
"Not to Readers","instapaper://private-content/1656691666",1704716048,0,yuTKsQ01
"Are Frenotomies Worth It?","instapaper://private-content/1656675834",1704710929,0,1oKPa5AH
"Should I Have Had a Kid?","instapaper://private-content/1656373639",1704547247,0,qqYmNAiR
"Weekly Dose of Optimism #75","instapaper://private-content/1656198938",1704462504,0,L0E8ahk9
"Why Substack is at a crossroads","instapaper://private-content/1656093179",1704418112,0,Vu1V3Q1U
"Hodgepodge Season","instapaper://private-content/1656056155",1704401483,0,27YyYejA
"Listen to This Article: The War Party Tantrum","instapaper://private-content/1655993430",1704377597,0,5wpdd74z
"What’s the Data on Kangaroo Mother Care?","instapaper://private-content/1655956391",1704364572,0,t08ZEPMs
"😎BK Pros Weigh In. Part V.😎","instapaper://private-content/1655778274",1704287165,0,ElFRmVoC
"Listen to This Article: Democracy Dies in Daylight","instapaper://private-content/1655587507",1704204269,0,m14NQVur
"Baby-Friendly Hospitals","instapaper://private-content/1655553872",1704191559,0,LdV8gorG
"😎BK Pros Weigh In. Part IV.😎","instapaper://private-content/1655287775",1704039365,0,rfGN0Q0c
"What Unsolicited ""Advice"" Have You Gotten Lately?","instapaper://private-content/1655116687",1703941596,0,vDapcAJE
"The Mess in Maine","instapaper://private-content/1654955393",1703867078,0,k2dNjBvZ
"From the Archive: Breast Milk Storage","instapaper://private-content/1654709677",1703759980,0,7BreQWPW
"😎BK Pros Weigh In. Part III.😎","instapaper://private-content/1654472845",1703682378,0,j8qIBOQz
"Update: What Is Your Favorite Tradition Around the Holidays?","instapaper://private-content/1653794413",1703338344,0,AzHl33sh
"What Is Your Favorite Tradition Around the Holidays?","instapaper://private-content/1653792693",1703337439,0,iY4MsS1N
"Weekly Dose of Optimism #74","instapaper://private-content/1653595120",1703254530,0,SN6gvCNw
"💬Your Turn","instapaper://private-content/1653391526",1703167473,0,ubxgKGSd
"The 2023 Stratechery Year in Review","instapaper://private-content/1653367701",1703159250,0,Wh5fjIxL
"Parenting Through Grief","instapaper://private-content/1653357866",1703156087,0,6JBpXPPQ
"😎BK Pros Weigh In. Part I.😎","instapaper://private-content/1653162793",1703077756,0,Qz5rtIM4
"On Trump and Colorado","instapaper://private-content/1653051005",1703033471,0,RyHz3Gv3
"Fact-Checking NewsGuard: ""AI, the Misinformation Superspreader""","instapaper://private-content/1653040371",1703029423,0,1AvTpLs7
"Listen to This Article - FOIA Exclusive: Did Pharma Companies Help Plan ""Virality Project"" Censorship Program?","instapaper://private-content/1652958356",1702995158,0,6f5DDYdG
"Q&A: Morning sickness treatments, RSV, grief and children, and vaccines while sick","instapaper://private-content/1652926202",1702983851,0,YpGxj0dq
"Google's True Moonshot (Stratechery Article 12-18-2023)","instapaper://private-content/1652754749",1702915419,0,TKUi1CHX
"Is General Anesthesia Safe for Kids?","instapaper://private-content/1652703702",1702897599,0,pjjEJEfJ
"💥""Rate cuts will be a topic""💥","instapaper://private-content/1652555303",1702829854,0,hnzPiAT8
"After Debate Loss Last Year, the Mainstream Press Hasn't Learned Much","instapaper://private-content/1652453151",1702764608,0,o6bNJw59
"How Can I Find a Job With a Good Work-Life Balance?","instapaper://private-content/1652389570",1702731930,0,gdOzlZjN
"Weekly Dose of #73","instapaper://private-content/1652205092",1702647298,0,4Yx5e9GO
"14 predictions about 2024","instapaper://private-content/1652093408",1702602098,0,xQ3r3FY9
"Media, Biden Administration Double Down on Ukraine Lies","instapaper://private-content/1652035906",1702578665,0,wWzmDxgR
"LayerZero: The Language of the Omnnichain","instapaper://private-content/1652006822",1702568004,0,rUVhC7JP
"Choosing to Induce","instapaper://private-content/1651952932",1702549750,0,irX0Qlgi
"💥The ""Golden Age."" Part II.💥","instapaper://private-content/1651762880",1702472583,0,06mJijC2
"An Epic win jolts Google","instapaper://private-content/1651649488",1702429356,0,iOau6N9y
"Q&A: Sports and head injuries, mold and Christmas trees, motion sickness, and vitamin D","instapaper://private-content/1651511659",1702379656,0,43lRXEoz
"Listen to This Article: ""Information Warfare"" Comes Home","instapaper://private-content/1651330681",1702306492,0,IalBIB14
"“Elf on the Shelf” and Economic Theory","instapaper://private-content/1651289018",1702292481,0,WzUhmq1d
"💥Retailers Stumble into '24💥","instapaper://private-content/1651144879",1702224992,0,SqLgfNXx
"What Do You Say to Someone Who Yells at Your Child?","instapaper://private-content/1650971338",1702127063,0,6x9wLdf8
"Weekly Dose of Optimism #72","instapaper://private-content/1650790305",1702042523,0,0ltFPI4L
"Parenting and Eating Disorders","instapaper://private-content/1650522904",1701946582,0,BBN4mDx7
"Google unveils Gemini","instapaper://private-content/1650341647",1701875145,0,6oHSAb6N
"Special Announcement: Introducing Zelma","instapaper://private-content/1650341638",1701875142,0,ahwRw5yO
"The Morality of Having Kids in a Magical, Maybe Simulated World","instapaper://private-content/1650326949",1701869944,0,EM4R6UbV
"💥Express Lane to Trouble?💥","instapaper://private-content/1650321103",1701867977,0,0Fqu2UWn
"At 40, J. Crew Shakes Off a Midlife Crisis","https://www.nytimes.com/2023/11/22/style/at-40-j-crew-shakes-off-a-midlife-crisis.html",1701809497,0,A2ZbQvpN
"Regretful Accelerationism (Stratechery Article 12-5-2023)","instapaper://private-content/1650119513",1701790545,0,VTXPPgj5
"Q&A: Benefits of chiropractic care, unused formula, glandular tissue, and molar pregnancies","instapaper://private-content/1650068773",1701774120,0,oBO5sUey
"Should You Bank Your Baby’s Cord Blood?","instapaper://private-content/1649842049",1701688070,0,ShCCU1rO
"💥Big Battles Loom in Rite-Aid Bankruptcy. Part II.💥","instapaper://private-content/1649699048",1701620163,0,UbU7iUUc
"How Do You Deal with the “Terrible” Twos?","instapaper://private-content/1649521403",1701522204,0,BOp6m0Rg
"Amazon’s Q has ‘severe hallucinations’ and leaks confidential data in public preview, employees warn","instapaper://private-content/1649436144",1701478755,0,65FWzmuR
"Forbidden Fruit, by Alexander Sammon","https://harpers.org/archive/2023/11/forbidden-fruit-avocado-militias-michoacan-mexico/",1701455753,0,vdTJVD1p
"Weekly Dose of Optimism #71","instapaper://private-content/1649325057",1701437688,0,hkEZjlk4
"Ten strategies for replacing Twitter from people who used to work there","instapaper://private-content/1649211601",1701392544,0,iC63DgW8
"Self-Care Without Candles","instapaper://private-content/1649072738",1701341830,0,y4AnlWcg
"💥The ""Golden Age""💥","instapaper://private-content/1648869959",1701263130,0,0lYoFnu1
"""Anti-Disinformation"" Is a Partisan Con","instapaper://private-content/1648758187",1701219393,0,mWGFwYxQ
